COUNT_DATE,STORE_CODE,LSP_CODE,QTY_ON_HAND
01/06/2025,LS03,LSP-0008,29
01/06/2025,LS03,LSP-0009,61
01/06/2025,LS03,LSP-0010,67
01/06/2025,LS03,LSP-0011,27
01/06/2025,LS03,LSP-0012,108
01/06/2025,LS03,LSP-0013,119
01/06/2025,LS03,LSP-0014,63
01/06/2025,LS03,LSP-0015,22
01/06/2025,LS03,LSP-0016,110
01/06/2025,LS03,LSP-0017,45
01/06/2025,LS03,LSP-0018,73
01/06/2025,LS03,LSP-0019,49
01/06/2025,LS03,LSP-0020,77
01/06/2025,LS03,LSP-0021,25
01/06/2025,LS03,LSP-0022,3
01/06/2025,LS03,LSP-0023,109
01/06/2025,LS03,LSP-0024,80
01/06/2025,LS03,LSP-0025,87
01/06/2025,LS03,LSP-0026,44
01/06/2025,LS03,LSP-0027,79
01/06/2025,LS03,LSP-0028,5
01/06/2025,LS03,LSP-0029,10
01/06/2025,LS03,LSP-0030,41
01/06/2025,LS03,LSP-0031,37
01/06/2025,LS03,LSP-0032,62
01/06/2025,LS03,LSP-0033,89
01/06/2025,LS03,LSP-0034,70
01/06/2025,LS03,LSP-0035,48
01/06/2025,LS03,LSP-0036,96
01/06/2025,LS03,LSP-0037,87
01/06/2025,LS03,LSP-0038,38
01/06/2025,LS03,LSP-0039,128
01/06/2025,LS03,LSP-0040,121
01/06/2025,LS03,LSP-0041,47
01/06/2025,LS03,LSP-0042,52
01/06/2025,LS03,LSP-0043,16
01/06/2025,LS03,LSP-0044,86
01/06/2025,LS03,LSP-0045,83
01/06/2025,LS03,LSP-0046,65
01/06/2025,LS03,LSP-0047,114
01/06/2025,LS03,LSP-0048,103
01/06/2025,LS03,LSP-0049,34
01/06/2025,LS03,LSP-0050,73
01/06/2025,LS03,LSP-0051,45
01/06/2025,LS03,LSP-0052,110
01/06/2025,LS03,LSP-0053,32
01/06/2025,LS03,LSP-0054,36
01/06/2025,LS03,LSP-0055,34
01/06/2025,LS03,LSP-0056,47
01/06/2025,LS03,LSP-0057,57
01/06/2025,LS03,LSP-0058,31
01/06/2025,LS03,LSP-0059,91
01/06/2025,LS03,LSP-0060,45
01/06/2025,LS04,LSP-0001,8
01/06/2025,LS04,LSP-0002,56
01/06/2025,LS04,LSP-0003,24
01/06/2025,LS04,LSP-0004,93
01/06/2025,LS04,LSP-0005,83
01/06/2025,LS04,LSP-0006,56
01/06/2025,LS04,LSP-0007,41
01/06/2025,LS04,LSP-0008,86
01/06/2025,LS04,LSP-0009,14
01/06/2025,LS04,LSP-0010,34
01/06/2025,LS04,LSP-0011,84
01/06/2025,LS04,LSP-0012,90
01/06/2025,LS04,LSP-0013,55
01/06/2025,LS04,LSP-0014,15
01/06/2025,LS04,LSP-0015,42
01/06/2025,LS04,LSP-0016,11
01/06/2025,LS04,LSP-0017,23
01/06/2025,LS04,LSP-0018,60
01/06/2025,LS04,LSP-0019,64
01/06/2025,LS04,LSP-0020,54
01/06/2025,LS04,LSP-0021,87
01/06/2025,LS04,LSP-0022,120
01/06/2025,LS04,LSP-0023,118
01/06/2025,LS04,LSP-0024,78
01/06/2025,LS04,LSP-0025,101
01/06/2025,LS04,LSP-0026,5
01/06/2025,LS04,LSP-0027,116
01/06/2025,LS04,LSP-0028,59
01/06/2025,LS04,LSP-0029,82
01/06/2025,LS04,LSP-0030,110
01/06/2025,LS04,LSP-0031,27
01/06/2025,LS04,LSP-0032,47
01/06/2025,LS04,LSP-0033,61
01/06/2025,LS04,LSP-0034,99
01/06/2025,LS04,LSP-0035,79
01/06/2025,LS04,LSP-0036,59
01/06/2025,LS04,LSP-0037,54
01/06/2025,LS04,LSP-0038,36
01/06/2025,LS04,LSP-0039,28
01/06/2025,LS04,LSP-0040,98
01/06/2025,LS04,LSP-0041,46
01/06/2025,LS04,LSP-0042,15
01/06/2025,LS04,LSP-0043,11
01/06/2025,LS04,LSP-0044,109
01/06/2025,LS04,LSP-0045,94
01/06/2025,LS04,LSP-0046,76
01/06/2025,LS04,LSP-0047,104
01/06/2025,LS04,LSP-0048,3
01/06/2025,LS04,LSP-0049,101
01/06/2025,LS04,LSP-0050,9
01/06/2025,LS04,LSP-0051,124
01/06/2025,LS04,LSP-0052,68
01/06/2025,LS04,LSP-0053,53
01/06/2025,LS04,LSP-0054,62
01/06/2025,LS04,LSP-0055,51
01/06/2025,LS04,LSP-0056,30
01/06/2025,LS04,LSP-0057,15
01/06/2025,LS04,LSP-0058,84
01/06/2025,LS04,LSP-0059,25
01/06/2025,LS04,LSP-0060,116
08/06/2025,LS01,LSP-0001,39
08/06/2025,LS01,LSP-0002,39
08/06/2025,LS01,LSP-0003,114
08/06/2025,LS01,LSP-0004,70
08/06/2025,LS01,LSP-0005,78
08/06/2025,LS01,LSP-0006,71
08/06/2025,LS01,LSP-0007,56
08/06/2025,LS01,LSP-0008,130
08/06/2025,LS01,LSP-0009,125
08/06/2025,LS01,LSP-0010,56
08/06/2025,LS01,LSP-0011,44
08/06/2025,LS01,LSP-0012,73
08/06/2025,LS01,LSP-0013,123
08/06/2025,LS01,LSP-0014,0
08/06/2025,LS01,LSP-0015,12
08/06/2025,LS01,LSP-0016,20
08/06/2025,LS01,LSP-0017,46
08/06/2025,LS01,LSP-0018,96
08/06/2025,LS01,LSP-0019,22
08/06/2025,LS01,LSP-0020,109
08/06/2025,LS01,LSP-0021,18
08/06/2025,LS01,LSP-0022,53
08/06/2025,LS01,LSP-0023,10
08/06/2025,LS01,LSP-0024,108
08/06/2025,LS01,LSP-0025,94
08/06/2025,LS01,LSP-0026,89
08/06/2025,LS01,LSP-0027,36
08/06/2025,LS01,LSP-0028,5
08/06/2025,LS01,LSP-0029,36
08/06/2025,LS01,LSP-0030,2
08/06/2025,LS01,LSP-0031,83
08/06/2025,LS01,LSP-0032,46
08/06/2025,LS01,LSP-0033,56
08/06/2025,LS01,LSP-0034,60
08/06/2025,LS01,LSP-0035,67
08/06/2025,LS01,LSP-0036,83
08/06/2025,LS01,LSP-0037,40
08/06/2025,LS01,LSP-0038,104
08/06/2025,LS01,LSP-0039,65
08/06/2025,LS01,LSP-0040,89
08/06/2025,LS01,LSP-0041,69
08/06/2025,LS01,LSP-0042,2
08/06/2025,LS01,LSP-0043,79
08/06/2025,LS01,LSP-0044,39
08/06/2025,LS01,LSP-0045,95
08/06/2025,LS01,LSP-0046,62
08/06/2025,LS01,LSP-0047,56
08/06/2025,LS01,LSP-0048,86
08/06/2025,LS01,LSP-0049,59
08/06/2025,LS01,LSP-0050,121
08/06/2025,LS01,LSP-0051,121
08/06/2025,LS01,LSP-0052,80
08/06/2025,LS01,LSP-0053,111
08/06/2025,LS01,LSP-0054,19
08/06/2025,LS01,LSP-0055,117
08/06/2025,LS01,LSP-0056,114
08/06/2025,LS01,LSP-0057,69
08/06/2025,LS01,LSP-0058,17
08/06/2025,LS01,LSP-0059,30
08/06/2025,LS01,LSP-0060,74
08/06/2025,LS02,LSP-0001,36
08/06/2025,LS02,LSP-0002,99
08/06/2025,LS02,LSP-0003,75
08/06/2025,LS02,LSP-0004,21
08/06/2025,LS02,LSP-0005,61
08/06/2025,LS02,LSP-0006,32
08/06/2025,LS02,LSP-0007,106
08/06/2025,LS02,LSP-0008,83
08/06/2025,LS02,LSP-0009,68
08/06/2025,LS02,LSP-0010,63
08/06/2025,LS02,LSP-0011,71
08/06/2025,LS02,LSP-0012,88
08/06/2025,LS02,LSP-0013,100
08/06/2025,LS02,LSP-0014,62
08/06/2025,LS02,LSP-0015,13
08/06/2025,LS02,LSP-0016,15
08/06/2025,LS02,LSP-0017,103
08/06/2025,LS02,LSP-0018,77
08/06/2025,LS02,LSP-0019,47
08/06/2025,LS02,LSP-0020,53
08/06/2025,LS02,LSP-0021,63
08/06/2025,LS02,LSP-0022,88
08/06/2025,LS02,LSP-0023,117
08/06/2025,LS02,LSP-0024,56
08/06/2025,LS02,LSP-0025,80
08/06/2025,LS02,LSP-0026,51
08/06/2025,LS02,LSP-0027,112
08/06/2025,LS02,LSP-0028,107
08/06/2025,LS02,LSP-0029,25
08/06/2025,LS02,LSP-0030,82
08/06/2025,LS02,LSP-0031,113
08/06/2025,LS02,LSP-0032,138
08/06/2025,LS02,LSP-0033,9
08/06/2025,LS02,LSP-0034,91
08/06/2025,LS02,LSP-0035,82
08/06/2025,LS02,LSP-0036,120
08/06/2025,LS02,LSP-0037,115
08/06/2025,LS02,LSP-0038,112
08/06/2025,LS02,LSP-0039,65
08/06/2025,LS02,LSP-0040,62
08/06/2025,LS02,LSP-0041,63
08/06/2025,LS02,LSP-0042,60
08/06/2025,LS02,LSP-0043,69
08/06/2025,LS02,LSP-0044,40
08/06/2025,LS02,LSP-0045,60
08/06/2025,LS02,LSP-0046,32
08/06/2025,LS02,LSP-0047,25
08/06/2025,LS02,LSP-0048,26
08/06/2025,LS02,LSP-0049,36
08/06/2025,LS02,LSP-0050,104
08/06/2025,LS02,LSP-0051,97
08/06/2025,LS02,LSP-0052,101
08/06/2025,LS02,LSP-0053,85
08/06/2025,LS02,LSP-0054,78
08/06/2025,LS02,LSP-0055,52
08/06/2025,LS02,LSP-0056,64
08/06/2025,LS02,LSP-0057,19
08/06/2025,LS02,LSP-0058,117
08/06/2025,LS02,LSP-0059,110
08/06/2025,LS02,LSP-0060,71
08/06/2025,LS03,LSP-0001,26
08/06/2025,LS03,LSP-0002,130
08/06/2025,LS03,LSP-0003,101
08/06/2025,LS03,LSP-0004,106
08/06/2025,LS03,LSP-0005,93
08/06/2025,LS03,LSP-0006,58
08/06/2025,LS03,LSP-0007,97
08/06/2025,LS03,LSP-0008,35
08/06/2025,LS03,LSP-0009,60
08/06/2025,LS03,LSP-0010,71
08/06/2025,LS03,LSP-0011,37
08/06/2025,LS03,LSP-0012,99
08/06/2025,LS03,LSP-0013,129
08/06/2025,LS03,LSP-0014,73
08/06/2025,LS03,LSP-0015,29
08/06/2025,LS03,LSP-0016,119
08/06/2025,LS03,LSP-0017,54
08/06/2025,LS03,LSP-0018,72
08/06/2025,LS03,LSP-0019,49
08/06/2025,LS03,LSP-0020,72
08/06/2025,LS03,LSP-0021,34
08/06/2025,LS03,LSP-0022,0
08/06/2025,LS03,LSP-0023,111
08/06/2025,LS03,LSP-0024,78
08/06/2025,LS03,LSP-0025,98
08/06/2025,LS03,LSP-0026,54
08/06/2025,LS03,LSP-0027,90
08/06/2025,LS03,LSP-0028,1
08/06/2025,LS03,LSP-0029,22
08/06/2025,LS03,LSP-0030,33
08/06/2025,LS03,LSP-0031,45
08/06/2025,LS03,LSP-0032,62
08/06/2025,LS03,LSP-0033,89
08/06/2025,LS03,LSP-0034,75
08/06/2025,LS03,LSP-0035,48
08/06/2025,LS03,LSP-0036,104
08/06/2025,LS03,LSP-0037,82
08/06/2025,LS03,LSP-0038,31
08/06/2025,LS03,LSP-0039,117
08/06/2025,LS03,LSP-0040,122
08/06/2025,LS03,LSP-0041,53
08/06/2025,LS03,LSP-0042,53
08/06/2025,LS03,LSP-0043,10
08/06/2025,LS03,LSP-0044,92
08/06/2025,LS03,LSP-0045,94
08/06/2025,LS03,LSP-0046,74
08/06/2025,LS03,LSP-0047,114
08/06/2025,LS03,LSP-0048,92
08/06/2025,LS03,LSP-0049,35
08/06/2025,LS03,LSP-0050,66
08/06/2025,LS03,LSP-0051,38
08/06/2025,LS03,LSP-0052,98
08/06/2025,LS03,LSP-0053,43
08/06/2025,LS03,LSP-0054,34
08/06/2025,LS03,LSP-0055,24
08/06/2025,LS03,LSP-0056,51
08/06/2025,LS03,LSP-0057,47
08/06/2025,LS03,LSP-0058,24
08/06/2025,LS03,LSP-0059,84
08/06/2025,LS03,LSP-0060,50
08/06/2025,LS04,LSP-0001,7
08/06/2025,LS04,LSP-0002,47
08/06/2025,LS04,LSP-0003,22
08/06/2025,LS04,LSP-0004,87
08/06/2025,LS04,LSP-0005,85
08/06/2025,LS04,LSP-0006,49
08/06/2025,LS04,LSP-0007,34
08/06/2025,LS04,LSP-0008,83
08/06/2025,LS04,LSP-0009,4
08/06/2025,LS04,LSP-0010,33
08/06/2025,LS04,LSP-0011,79
08/06/2025,LS04,LSP-0012,102
08/06/2025,LS04,LSP-0013,47
08/06/2025,LS04,LSP-0014,19
08/06/2025,LS04,LSP-0015,53
08/06/2025,LS04,LSP-0016,2
08/06/2025,LS04,LSP-0017,24
08/06/2025,LS04,LSP-0018,63
08/06/2025,LS04,LSP-0019,53
08/06/2025,LS04,LSP-0020,58
08/06/2025,LS04,LSP-0021,78
08/06/2025,LS04,LSP-0022,112
08/06/2025,LS04,LSP-0023,129
08/06/2025,LS04,LSP-0024,89
08/06/2025,LS04,LSP-0025,97
08/06/2025,LS04,LSP-0026,11
08/06/2025,LS04,LSP-0027,106
08/06/2025,LS04,LSP-0028,63
08/06/2025,LS04,LSP-0029,76
08/06/2025,LS04,LSP-0030,100
08/06/2025,LS04,LSP-0031,38
08/06/2025,LS04,LSP-0032,45
08/06/2025,LS04,LSP-0033,54
08/06/2025,LS04,LSP-0034,94
08/06/2025,LS04,LSP-0035,79
08/06/2025,LS04,LSP-0036,57
08/06/2025,LS04,LSP-0037,42
08/06/2025,LS04,LSP-0038,27
08/06/2025,LS04,LSP-0039,39
08/06/2025,LS04,LSP-0040,110
08/06/2025,LS04,LSP-0041,44
08/06/2025,LS04,LSP-0042,13
08/06/2025,LS04,LSP-0043,2
08/06/2025,LS04,LSP-0044,100
08/06/2025,LS04,LSP-0045,100
08/06/2025,LS04,LSP-0046,67
08/06/2025,LS04,LSP-0047,104
08/06/2025,LS04,LSP-0048,4
08/06/2025,LS04,LSP-0049,91
08/06/2025,LS04,LSP-0050,8
08/06/2025,LS04,LSP-0051,116
08/06/2025,LS04,LSP-0052,60
08/06/2025,LS04,LSP-0053,44
08/06/2025,LS04,LSP-0054,52
08/06/2025,LS04,LSP-0055,56
08/06/2025,LS04,LSP-0056,29
08/06/2025,LS04,LSP-0057,9
08/06/2025,LS04,LSP-0058,89
08/06/2025,LS04,LSP-0059,15
08/06/2025,LS04,LSP-0060,107
15/06/2025,LS01,LSP-0001,45
15/06/2025,LS01,LSP-0002,43
15/06/2025,LS01,LSP-0003,125
15/06/2025,LS01,LSP-0004,63
15/06/2025,LS01,LSP-0005,76
15/06/2025,LS01,LSP-0006,79
15/06/2025,LS01,LSP-0007,67
15/06/2025,LS01,LSP-0008,138
15/06/2025,LS01,LSP-0009,117
15/06/2025,LS01,LSP-0010,56
15/06/2025,LS01,LSP-0011,50
15/06/2025,LS01,LSP-0012,75
15/06/2025,LS01,LSP-0013,128
15/06/2025,LS01,LSP-0014,5
15/06/2025,LS01,LSP-0015,2
15/06/2025,LS01,LSP-0016,24
15/06/2025,LS01,LSP-0017,36
15/06/2025,LS01,LSP-0018,87
15/06/2025,LS01,LSP-0019,26
15/06/2025,LS01,LSP-0020,110
15/06/2025,LS01,LSP-0021,11
15/06/2025,LS01,LSP-0022,60
15/06/2025,LS01,LSP-0023,0
15/06/2025,LS01,LSP-0024,108
15/06/2025,LS01,LSP-0025,88
15/06/2025,LS01,LSP-0026,88
15/06/2025,LS01,LSP-0027,32
15/06/2025,LS01,LSP-0028,2
15/06/2025,LS01,LSP-0029,26
15/06/2025,LS01,LSP-0030,12
15/06/2025,LS01,LSP-0031,77
15/06/2025,LS01,LSP-0032,46
15/06/2025,LS01,LSP-0033,46
15/06/2025,LS01,LSP-0034,65
15/06/2025,LS01,LSP-0035,59
15/06/2025,LS01,LSP-0036,84
15/06/2025,LS01,LSP-0037,48
15/06/2025,LS01,LSP-0038,104
15/06/2025,LS01,LSP-0039,56
15/06/2025,LS01,LSP-0040,79
15/06/2025,LS01,LSP-0041,79
15/06/2025,LS01,LSP-0042,2
15/06/2025,LS01,LSP-0043,78
15/06/2025,LS01,LSP-0044,38
15/06/2025,LS01,LSP-0045,92
15/06/2025,LS01,LSP-0046,58
15/06/2025,LS01,LSP-0047,67
15/06/2025,LS01,LSP-0048,93
15/06/2025,LS01,LSP-0049,70
15/06/2025,LS01,LSP-0050,126
15/06/2025,LS01,LSP-0051,111
15/06/2025,LS01,LSP-0052,74
15/06/2025,LS01,LSP-0053,108
15/06/2025,LS01,LSP-0054,28
15/06/2025,LS01,LSP-0055,106
15/06/2025,LS01,LSP-0056,114
15/06/2025,LS01,LSP-0057,79
15/06/2025,LS01,LSP-0058,5
15/06/2025,LS01,LSP-0059,19
15/06/2025,LS01,LSP-0060,81
15/06/2025,LS02,LSP-0001,28
15/06/2025,LS02,LSP-0002,108
15/06/2025,LS02,LSP-0003,86
15/06/2025,LS02,LSP-0004,32
15/06/2025,LS02,LSP-0005,62
15/06/2025,LS02,LSP-0006,20
15/06/2025,LS02,LSP-0007,96
15/06/2025,LS02,LSP-0008,93
15/06/2025,LS02,LSP-0009,62
15/06/2025,LS02,LSP-0010,69
15/06/2025,LS02,LSP-0011,60
15/06/2025,LS02,LSP-0012,76
15/06/2025,LS02,LSP-0013,95
15/06/2025,LS02,LSP-0014,53
15/06/2025,LS02,LSP-0015,21
15/06/2025,LS02,LSP-0016,21
15/06/2025,LS02,LSP-0017,104
15/06/2025,LS02,LSP-0018,73
15/06/2025,LS02,LSP-0019,47
15/06/2025,LS02,LSP-0020,57
15/06/2025,LS02,LSP-0021,72
15/06/2025,LS02,LSP-0022,88
15/06/2025,LS02,LSP-0023,108
15/06/2025,LS02,LSP-0024,60
15/06/2025,LS02,LSP-0025,76
15/06/2025,LS02,LSP-0026,63
15/06/2025,LS02,LSP-0027,101
15/06/2025,LS02,LSP-0028,115
15/06/2025,LS02,LSP-0029,33
15/06/2025,LS02,LSP-0030,75
15/06/2025,LS02,LSP-0031,108
15/06/2025,LS02,LSP-0032,144
15/06/2025,LS02,LSP-0033,18
15/06/2025,LS02,LSP-0034,101
15/06/2025,LS02,LSP-0035,94
15/06/2025,LS02,LSP-0036,125
15/06/2025,LS02,LSP-0037,115
15/06/2025,LS02,LSP-0038,123
15/06/2025,LS02,LSP-0039,70
15/06/2025,LS02,LSP-0040,54
15/06/2025,LS02,LSP-0041,60
15/06/2025,LS02,LSP-0042,67
15/06/2025,LS02,LSP-0043,59
15/06/2025,LS02,LSP-0044,34
15/06/2025,LS02,LSP-0045,61
15/06/2025,LS02,LSP-0046,26
15/06/2025,LS02,LSP-0047,20
15/06/2025,LS02,LSP-0048,38
15/06/2025,LS02,LSP-0049,47
15/06/2025,LS02,LSP-0050,113
15/06/2025,LS02,LSP-0051,106
15/06/2025,LS02,LSP-0052,91
15/06/2025,LS02,LSP-0053,88
15/06/2025,LS02,LSP-0054,88
15/06/2025,LS02,LSP-0055,63
15/06/2025,LS02,LSP-0056,54
15/06/2025,LS02,LSP-0057,14
15/06/2025,LS02,LSP-0058,109
15/06/2025,LS02,LSP-0059,106
15/06/2025,LS02,LSP-0060,74
15/06/2025,LS03,LSP-0001,28
15/06/2025,LS03,LSP-0002,131
15/06/2025,LS03,LSP-0003,96
15/06/2025,LS03,LSP-0004,107
15/06/2025,LS03,LSP-0005,81
15/06/2025,LS03,LSP-0006,57
15/06/2025,LS03,LSP-0007,90
15/06/2025,LS03,LSP-0008,34
15/06/2025,LS03,LSP-0009,54
15/06/2025,LS03,LSP-0010,82
15/06/2025,LS03,LSP-0011,35
15/06/2025,LS03,LSP-0012,105
15/06/2025,LS03,LSP-0013,140
15/06/2025,LS03,LSP-0014,85
15/06/2025,LS03,LSP-0015,36
15/06/2025,LS03,LSP-0016,110
15/06/2025,LS03,LSP-0017,52
15/06/2025,LS03,LSP-0018,71
15/06/2025,LS03,LSP-0019,41
15/06/2025,LS03,LSP-0020,60
15/06/2025,LS03,LSP-0021,27
15/06/2025,LS03,LSP-0022,9
15/06/2025,LS03,LSP-0023,111
15/06/2025,LS03,LSP-0024,74
15/06/2025,LS03,LSP-0025,100
15/06/2025,LS03,LSP-0026,42
15/06/2025,LS03,LSP-0027,88
15/06/2025,LS03,LSP-0028,0
15/06/2025,LS03,LSP-0029,27
15/06/2025,LS03,LSP-0030,25
15/06/2025,LS03,LSP-0031,54
15/06/2025,LS03,LSP-0032,65
15/06/2025,LS03,LSP-0033,89
15/06/2025,LS03,LSP-0034,70
15/06/2025,LS03,LSP-0035,36
15/06/2025,LS03,LSP-0036,107
15/06/2025,LS03,LSP-0037,90
15/06/2025,LS03,LSP-0038,22
15/06/2025,LS03,LSP-0039,110
15/06/2025,LS03,LSP-0040,114
15/06/2025,LS03,LSP-0041,64
15/06/2025,LS03,LSP-0042,63
15/06/2025,LS03,LSP-0043,9
15/06/2025,LS03,LSP-0044,89
15/06/2025,LS03,LSP-0045,102
15/06/2025,LS03,LSP-0046,70
15/06/2025,LS03,LSP-0047,124
15/06/2025,LS03,LSP-0048,80
15/06/2025,LS03,LSP-0049,25
15/06/2025,LS03,LSP-0050,55
15/06/2025,LS03,LSP-0051,36
15/06/2025,LS03,LSP-0052,101
15/06/2025,LS03,LSP-0053,43
15/06/2025,LS03,LSP-0054,23
15/06/2025,LS03,LSP-0055,16
15/06/2025,LS03,LSP-0056,55
15/06/2025,LS03,LSP-0057,57
15/06/2025,LS03,LSP-0058,31
15/06/2025,LS03,LSP-0059,94
15/06/2025,LS03,LSP-0060,56
15/06/2025,LS04,LSP-0001,0
15/06/2025,LS04,LSP-0002,50
15/06/2025,LS04,LSP-0003,26
15/06/2025,LS04,LSP-0004,97
15/06/2025,LS04,LSP-0005,75
15/06/2025,LS04,LSP-0006,49
15/06/2025,LS04,LSP-0007,45
15/06/2025,LS04,LSP-0008,86
15/06/2025,LS04,LSP-0009,2
15/06/2025,LS04,LSP-0010,25
15/06/2025,LS04,LSP-0011,79
15/06/2025,LS04,LSP-0012,113
15/06/2025,LS04,LSP-0013,40
15/06/2025,LS04,LSP-0014,19
15/06/2025,LS04,LSP-0015,57
15/06/2025,LS04,LSP-0016,0
15/06/2025,LS04,LSP-0017,12
15/06/2025,LS04,LSP-0018,58
15/06/2025,LS04,LSP-0019,51
15/06/2025,LS04,LSP-0020,58
15/06/2025,LS04,LSP-0021,82
15/06/2025,LS04,LSP-0022,124
15/06/2025,LS04,LSP-0023,136
15/06/2025,LS04,LSP-0024,86
15/06/2025,LS04,LSP-0025,101
15/06/2025,LS04,LSP-0026,13
15/06/2025,LS04,LSP-0027,116
15/06/2025,LS04,LSP-0028,57
15/06/2025,LS04,LSP-0029,79
15/06/2025,LS04,LSP-0030,88
15/06/2025,LS04,LSP-0031,39
15/06/2025,LS04,LSP-0032,42
15/06/2025,LS04,LSP-0033,43
15/06/2025,LS04,LSP-0034,84
15/06/2025,LS04,LSP-0035,71
15/06/2025,LS04,LSP-0036,55
